"artist","track","plays","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_s","liked"
"30 Seconds to Mars","This Is War",3,0.402,0.723,"F#",-5.26,"Major",0.0579,0.0663,2e-06,0.233,0.224,160.047,"4/4",327,0
"32Stitches","Are We There Yet",1,0.613,0.645,"G#",-6.036,"Major",0.0258,0.0332,1.33e-05,0.126,0.481,86.975,"4/4",179,0
"3LAU","Alive Again",5,0.454,0.768,"A",-5.716,"Minor",0.0509,0.00488,1.54e-06,0.0943,0.0794,128.041,"4/4",221,0
"3LAU","Alive Again - Acoustic Mix",2,0.455,0.356,"G#",-7.141,"Minor",0.0296,0.732,0,0.111,0.306,129.834,"4/4",176,0
"3LAU","Alive Again - Experimental Mix",16,0.526,0.89,"C",-5.673,"Major",0.0649,0.136,0,0.134,0.226,137.046,"4/4",221,1
"3LAU","Arcana",13,0.483,0.898,"E",-5.623,"Minor",0.0406,0.00268,0.944,0.136,0.0393,149.991,"4/4",195,1
"3LAU","At Night (with GRABBITZ)",1,0.672,0.866,"D",-5.646,"Major",0.044,0.00653,0.00823,0.189,0.354,124.014,"4/4",221,0
"3LAU","Better With You",103,0.571,0.752,"D#",-4.872,"Major",0.0293,0.0196,6.92e-05,0.114,0.25,102.043,"4/4",193,1
"3LAU","Better with You - Kastra & twoDB Remix",3,0.563,0.85,"D#",-4.79,"Major",0.0845,0.0349,0,0.107,0.458,123.969,"4/4",178,0
"3LAU","Close",17,0.625,0.811,"C#",-4.875,"Minor",0.0399,0.0842,2.8e-05,0.258,0.146,139.978,"4/4",212,1
"3LAU","Close - Boy Hero Version",1,0.48,0.905,"C#",-4.369,"Minor",0.0623,0.00126,0,0.125,0.23,140.042,"4/4",195,0
"3LAU","Close - Price & Takis Remix",1,0.679,0.842,"C#",-4.551,"Minor",0.0335,0.107,1.98e-06,0.479,0.26,139.947,"3/4",197,0
"3LAU","Dirty Neon",5,0.589,0.819,"C#",-6.019,"Major",0.0352,0.00323,0.000843,0.458,0.416,99.964,"4/4",160,0
"3LAU","Down For Life",1,0.609,0.845,"F",-5.517,"Minor",0.0537,0.0207,0,0.273,0.128,107.979,"4/4",194,0
"3LAU","Everything",1,0.574,0.955,"A#",-4.929,"Minor",0.0385,0.00893,0.016,0.23,0.148,120.037,"4/4",199,0
"3LAU","Falling",2,0.649,0.909,"B",-4.176,"Minor",0.0339,0.002,0.341,0.34,0.329,131.992,"4/4",209,0
"3LAU","Fire",113,0.485,0.845,"C#",-4.679,"Minor",0.193,0.0246,9.34e-05,0.275,0.0741,160.083,"4/4",186,1
"3LAU","Fire - Paris Blohm Remix",6,0.613,0.925,"F#",-1.579,"Minor",0.0622,0.00383,1.52e-06,0.0913,0.467,154.908,"4/4",194,0
"3LAU","Fire - Price & Takis Remix",4,0.485,0.845,"C#",-4.679,"Minor",0.193,0.0246,9.34e-05,0.275,0.0741,160.083,"4/4",186,0
"3LAU","Game Time (feat. Ninja)",4,0.534,0.957,"C#",-4.025,"Major",0.0455,8.05e-05,0.758,0.266,0.52,95.046,"4/4",157,0
"3LAU","How You Love Me",55,0.496,0.789,"C#",-3.648,"Major",0.0839,0.183,0,0.34,0.286,127.961,"4/4",210,1
"3LAU","How You Love Me - Acoustic Version",1,0.669,0.349,"C#",-7.771,"Major",0.032,0.902,0,0.0806,0.536,117.707,"4/4",171,0
"3LAU","is it love",6,0.643,0.742,"A",-7.2,"Major",0.0412,0.0671,0.00379,0.161,0.294,125.001,"4/4",229,0
"3LAU","Is It Love - Riggi & Piros Remix",1,0.633,0.869,"A",-4.528,"Major",0.0575,0.00617,0.0349,0.218,0.573,127.979,"4/4",243,0
"3LAU","Miss Me More",64,0.652,0.803,"F#",-5.366,"Major",0.0433,0.0156,1.95e-05,0.0608,0.52,97.053,"4/4",191,1
"3LAU","On My Mind",3,0.685,0.716,"C",-5.64,"Minor",0.0284,0.0153,0.00961,0.412,0.202,122.016,"4/4",185,0
"3LAU","On My Mind - Club Mix",2,0.773,0.733,"C",-5.143,"Minor",0.0413,0.00547,0.137,0.0345,0.48,124.006,"4/4",242,0
"3LAU","On My Mind - Kyco Remix",1,0.637,0.654,"F",-9.613,"Minor",0.0584,0.028,0.21,0.16,0.254,137.989,"4/4",197,0
"3LAU","On My Own",104,0.409,0.855,"E",-4.82,"Minor",0.0385,0.00975,1.2e-05,0.19,0.078,173.981,"3/4",228,1
"3LAU","On My Own - 3LAU Electro Remix",1,0.675,0.833,"B",-3.345,"Minor",0.101,0.000318,0.0686,0.227,0.284,124.98,"4/4",179,0
"3LAU","Star Crossed",86,0.546,0.896,"B",-4.681,"Minor",0.0288,0.00124,0.000153,0.138,0.257,90.028,"4/4",165,1
"3LAU","Tokyo (feat. XIRA)",48,0.53,0.996,"F",-4.415,"Major",0.0661,0.00016,0.0534,0.356,0.0435,121.014,"3/4",223,1
"3LAU","Tokyo (feat. XIRA) - Monrroe Remix",2,0.593,0.729,"G",-5.505,"Minor",0.0567,0.000646,0.255,0.0821,0.142,172.055,"4/4",256,0
"3LAU","Tokyo (feat. XIRA) - Seven Lions Remix",59,0.47,0.951,"F",-4.429,"Major",0.055,0.00175,1.87e-05,0.35,0.242,146.924,"4/4",186,1
"3LAU","Touch",139,0.576,0.797,"B",-5.476,"Minor",0.0499,0.0166,3.23e-05,0.21,0.137,110.051,"4/4",206,1
"3LAU","Touch - Zeds Dead Remix",105,0.66,0.789,"G",-4.892,"Major",0.0642,0.0571,1.69e-05,0.102,0.315,140.03,"4/4",189,1
"3LAU","Ultraviolet",28,0.486,0.812,"D#",-5.329,"Major",0.0284,0.00028,0.0224,0.22,0.0396,129.942,"4/4",92,1
"3LAU","Walk Away",22,0.457,0.818,"G",-4.589,"Minor",0.044,0.0508,0.00137,0.113,0.294,116.002,"4/4",201,1
"3LAU","Winter",17,0.524,0.889,"B",-7.178,"Minor",0.0343,0.0243,0.925,0.127,0.192,113.014,"4/4",166,1
"3LAU","Worlds Away",17,0.513,0.866,"C#",-4.638,"Minor",0.0289,0.00174,7.2e-06,0.166,0.0843,126.997,"4/4",232,1
"3LAU","Worlds Away - Zaxx Remix",1,0.492,0.56,"C#",-7.575,"Minor",0.042,0.00629,2.01e-06,0.129,0.125,126.994,"4/4",236,0
"3LAU","Would You Understand (feat. Carly Paige)",76,0.701,0.722,"F#",-6.025,"Minor",0.0486,0.178,0.000494,0.177,0.206,112.021,"4/4",210,1
"3LAU","You Want More",12,0.569,0.761,"F#",-6.155,"Minor",0.0345,0.0119,0.000339,0.155,0.0794,87.992,"4/4",180,1
"42 Dugg","4 Da Gang (with Roddy Ricch)",1,0.87,0.561,"G",-10.388,"Major",0.186,0.0124,0,0.103,0.691,100.458,"4/4",156,0
"42 Dugg","Maybach (feat. Future)",1,0.735,0.446,"F",-10.232,"Major",0.109,0.0071,1.93e-05,0.173,0.121,150.915,"4/4",199,0
"4biddenknowledge","The Light Is in You",1,0.729,0.708,"B",-4.74,"Minor",0.0715,0.0877,0.794,0.306,0.831,150.164,"4/4",200,0
"5 Seconds of Summer","Lie to Me (feat. Julia Michaels)",2,0.611,0.52,"C",-5.445,"Major",0.0346,0.0132,0,0.105,0.771,159.927,"4/4",150,0
"5 Seconds of Summer","She Looks So Perfect",1,0.494,0.951,"A",-4.237,"Major",0.132,0.000569,0,0.327,0.441,160.025,"4/4",202,0
"5 Seconds of Summer","Youngblood",8,0.596,0.854,"G",-5.114,"Minor",0.463,0.0169,0,0.124,0.152,120.274,"4/4",203,1
"5 Seconds of Summer","Youngblood - R3hab Remix",8,0.425,0.771,"G",-4.293,"Minor",0.0629,0.0312,0,0.165,0.213,142.034,"4/4",151,1
"50 Cent","In Da Club",2,0.902,0.72,"F#",-2.776,"Minor",0.347,0.26,0,0.0749,0.805,90.059,"4/4",193,0
"6ix9ine","BUBA",2,0.731,0.851,"A",-3.58,"Major",0.21,0.00354,0,0.38,0.391,132.06,"4/4",119,0
"6ix9ine","CHOCOLATÉ",1,0.581,0.863,"A",-2.855,"Minor",0.0648,0.275,0,0.403,0.519,132.085,"4/4",183,0
"6ix9ine","GOOBA",13,0.611,0.688,"C#",-5.688,"Major",0.341,0.0264,0,0.251,0.393,178.462,"4/4",132,1
"6ix9ine","GOTTI",2,0.728,0.584,"A#",-7.255,"Minor",0.176,0.0524,0,0.0658,0.365,161.9,"4/4",167,0
"6ix9ine","GUMMO",52,0.66,0.775,"D",-4.926,"Major",0.172,0.0553,0,0.129,0.635,157.036,"4/4",158,1
"6ix9ine","GUMMO - Remix",1,0.692,0.785,"C#",-4.995,"Major",0.178,0.013,0,0.288,0.531,78.437,"4/4",206,0
"6ix9ine","KEKE",3,0.599,0.857,"G",-5.7,"Major",0.299,0.0321,0,0.4,0.469,187.985,"4/4",152,0
"6ix9ine","KIKA",19,0.745,0.715,"C#",-3.368,"Minor",0.245,0.128,0,0.182,0.342,94.513,"4/4",136,1
"6ix9ine","KOODA",5,0.885,0.641,"C#",-4.455,"Major",0.351,0.175,0,0.234,0.201,91.167,"4/4",143,0
"6ix9ine","MAMA",12,0.761,0.672,"C#",-5.887,"Major",0.212,0.0893,9.77e-06,0.14,0.437,160.077,"3/4",192,1
"6ix9ine","MOOKY",2,0.66,0.876,"A",-4.506,"Major",0.322,0.171,0,0.214,0.463,139.986,"4/4",148,0
"6ix9ine","RONDO",3,0.605,0.789,"A",-4.833,"Minor",0.288,0.053,0,0.735,0.731,189.866,"4/4",138,0
"6ix9ine","STOOPID",4,0.724,0.685,"D#",-4.068,"Minor",0.321,0.114,0,0.1,0.862,150.016,"4/4",143,0
"6ix9ine","Tati",3,0.779,0.767,"B",-5.462,"Minor",0.258,0.00214,0,0.102,0.523,91.981,"4/4",155,0
"6ix9ine","TIC TOC",27,0.82,0.691,"F#",-6.646,"Minor",0.0723,0.0115,0,0.344,0.683,142.027,"4/4",136,1
"6ix9ine","WONDO",3,0.775,0.853,"G",-5.867,"Major",0.298,0.0785,0,0.147,0.537,92.938,"4/4",121,0
"6LACK","Alone / EA6",1,0.448,0.66,"A",-7.642,"Major",0.276,0.709,0.000465,0.351,0.119,124.767,"5/4",554,0
"6LACK","ATL Freestyle",2,0.74,0.586,"C",-8.244,"Minor",0.0483,0.361,7.24e-06,0.083,0.523,79.997,"4/4",204,0
"6LACK","Balenciaga Challenge (feat. Offset)",63,0.744,0.394,"F",-9.828,"Minor",0.419,0.0895,6.66e-06,0.279,0.658,142.961,"4/4",187,1
"6LACK","Cutting Ties",2,0.792,0.605,"D",-6.566,"Major",0.0393,0.00881,4.25e-05,0.104,0.239,139.917,"4/4",262,0
"6LACK","Disconnect",6,0.425,0.35,"F#",-10.951,"Minor",0.312,0.606,1.31e-05,0.185,0.146,80.783,"4/4",266,0
"6LACK","East Atlanta Love Letter (feat. Future)",11,0.581,0.315,"F",-11.947,"Minor",0.0781,0.389,1.68e-05,0.0766,0.185,61.381,"4/4",246,1
"6LACK","Free",2,0.755,0.535,"D",-5.088,"Major",0.0476,0.00292,4.99e-06,0.104,0.38,123.961,"4/4",263,0
"6LACK","Let Her Go",72,0.759,0.634,"F",-6.609,"Minor",0.096,0.539,0.000228,0.183,0.444,156.02,"4/4",177,1
"6LACK","Loaded Gun",27,0.646,0.549,"C#",-6.515,"Minor",0.0704,0.1,2.06e-05,0.12,0.241,127.994,"4/4",198,1
"6LACK","Long Nights",1,0.744,0.325,"D#",-9.503,"Minor",0.0642,0.358,1e-06,0.102,0.128,110.063,"4/4",157,0
"6LACK","Luving U",2,0.723,0.471,"A#",-9.506,"Major",0.122,0.0886,0.000881,0.112,0.135,121.962,"4/4",253,0
"6LACK","Never Know",2,0.645,0.571,"F",-9.021,"Minor",0.2,0.0947,3.32e-06,0.185,0.184,95.223,"4/4",250,0
"6LACK","Nonchalant",4,0.565,0.386,"B",-12.383,"Minor",0.399,0.374,0.000189,0.131,0.0598,83.032,"4/4",183,0
"6LACK","PRBLMS",46,0.417,0.58,"A",-4.574,"Major",0.207,0.0307,1.45e-06,0.179,0.139,68.58,"5/4",247,1
"6LACK","Pretty Little Fears (feat. J. Cole)",40,0.61,0.458,"A",-11.336,"Major",0.36,0.696,0.000103,0.0852,0.246,192.099,"4/4",240,1
"6LACK","Scripture",4,0.542,0.592,"E",-11.056,"Minor",0.355,0.772,6.95e-06,0.0816,0.146,92.185,"4/4",200,0
"6LACK","Seasons (feat. Khalid)",3,0.6,0.319,"C",-10.272,"Major",0.294,0.692,0.00958,0.137,0.507,141.96,"4/4",250,0
"6LACK","Sorry",9,0.665,0.447,"G#",-11.5,"Major",0.102,0.708,0.00188,0.13,0.313,120.082,"4/4",210,1
"6LACK","Stan",2,0.333,0.328,"D#",-9.144,"Major",0.0401,0.821,0.000173,0.127,0.152,92.889,"1/4",304,0
"6LACK","Switch",73,0.66,0.658,"G",-6.127,"Major",0.0387,0.0409,0.00595,0.102,0.153,176.701,"4/4",207,1
"6LACK","Switch - DEVAULT Remix",1,0.347,0.836,"A",-6.144,"Minor",0.363,0.0253,5.7e-05,0.305,0.137,86.397,"4/4",229,0
"6LACK","That Far",2,0.746,0.607,"A#",-4.71,"Minor",0.187,0.239,1.87e-05,0.0929,0.247,83.828,"4/4",186,0
"6LACK","Thugger’s Interlude",4,0.458,0.109,"B",-18.918,"Major",0.0661,0.896,2.1e-05,0.119,0.0655,100.928,"1/4",72,0
"6LACK","Unfair",11,0.397,0.257,"F",-11.134,"Minor",0.0499,0.79,0.00235,0.12,0.0382,115.783,"4/4",137,1
"6LACK","Worst Luck",1,0.327,0.518,"F",-9.244,"Minor",0.16,0.856,0.000795,0.116,0.153,177.869,"4/4",206,0
"6obby","within",1,0.704,0.464,"C",-12.702,"Minor",0.0622,0.351,0.654,0.189,0.381,128.981,"4/4",156,0
"88GLAM","12",1,0.747,0.557,"C#",-8.971,"Minor",0.069,0.369,3.53e-05,0.103,0.552,149.965,"4/4",195,0
"88GLAM","Bali",1,0.646,0.503,"B",-7.218,"Major",0.0402,0.097,0,0.13,0.509,158.027,"4/4",185,0
"88GLAM","Lil Boat",1,0.764,0.672,"F#",-4.274,"Minor",0.0655,0.0166,1.06e-06,0.103,0.594,150.021,"4/4",181,0
"88rising","Beam (feat. Playboi Carti)",2,0.802,0.659,"B",-5.927,"Minor",0.127,0.0123,0.0095,0.136,0.471,152.969,"4/4",151,0
"88rising","California (feat. Warren Hue) - Acoustic Live Version",8,0.726,0.305,"A#",-9.076,"Major",0.0353,0.763,0,0.09,0.285,141.996,"4/4",229,1
"88rising","Disrespectin",2,0.656,0.632,"D",-5.855,"Major",0.331,0.161,0,0.0866,0.114,133.819,"4/4",230,0
"88rising","I Want In",3,0.493,0.69,"G",-4.768,"Major",0.275,0.42,0,0.126,0.478,76.85,"5/4",150,0
"88rising","Japan 88",1,0.747,0.706,"F#",-7.244,"Major",0.404,0.195,0,0.336,0.835,176.095,"4/4",186,0
"88rising","La Cienega",4,0.61,0.318,"G#",-9.95,"Major",0.148,0.506,0.000617,0.102,0.214,109.491,"3/4",193,0
"88rising","Lover Boy 88",4,0.734,0.699,"B",-6.689,"Major",0.0614,0.349,0,0.261,0.5,109.979,"4/4",233,0
"88rising","Nothing Wrong",3,0.806,0.905,"F",-4.363,"Minor",0.294,0.258,0,0.324,0.524,124.001,"4/4",192,0
"88rising","Nothing Wrong (feat. Goldlink)",1,0.806,0.905,"F",-4.363,"Minor",0.294,0.258,0,0.324,0.524,124.001,"4/4",192,0
"88rising","Plans",3,0.917,0.541,"C",-8.345,"Major",0.0944,0.145,3.25e-05,0.0409,0.752,101.005,"4/4",138,0
"88rising","Poolside Manor",2,0.588,0.541,"A#",-7.212,"Major",0.0626,0.417,0,0.107,0.0816,77.478,"4/4",171,0
"88rising","Red Rubies",3,0.856,0.382,"C",-7.71,"Minor",0.116,0.512,0,0.106,0.288,135.07,"4/4",244,0
"88rising","Strange Land",2,0.65,0.265,"C#",-15.357,"Major",0.0503,0.903,0.385,0.115,0.156,75.002,"4/4",176,0
"88rising","Swimming Pool",2,0.774,0.63,"C",-7.807,"Minor",0.286,0.349,0,0.311,0.77,140.033,"4/4",272,0
"88rising","Warpaint",4,0.68,0.658,"C#",-5.356,"Major",0.0535,0.082,0.0324,0.109,0.278,128.921,"4/4",214,0
"88Rising","Breathe",1,0.538,0.52,"G",-10.143,"Major",0.08,0.588,0.00912,0.301,0.0775,113.081,"3/4",125,0
"88Rising","California (feat. Warren Hue)",66,0.743,0.631,"G",-5.815,"Minor",0.0302,0.633,0,0.0963,0.428,141.955,"4/4",230,1
"88Rising","Head In The Clouds",73,0.516,0.456,"A",-9.242,"Major",0.0397,0.281,1.27e-05,0.0847,0.238,145.843,"4/4",178,1
"88Rising","History",49,0.554,0.589,"D#",-8.163,"Minor",0.231,0.613,0.000257,0.0982,0.414,74.982,"4/4",207,1
"88Rising","I Love You 3000 II",1,0.435,0.338,"F#",-9.109,"Major",0.066,0.853,0,0.412,0.354,179.727,"4/4",210,0
"88Rising","Indigo",42,0.819,0.664,"G",-5.612,"Major",0.0828,0.0958,1.75e-06,0.263,0.71,144.988,"4/4",173,1
"88Rising","Let It Go",2,0.862,0.814,"C#",-4.836,"Major",0.142,0.0267,0,0.163,0.814,110.035,"4/4",170,0
"88Rising","Midsummer Madness",57,0.409,0.678,"A",-7.731,"Major",0.0878,0.359,4.76e-06,0.167,0.168,89.968,"4/4",281,1
"88Rising","Peach Jam",8,0.857,0.668,"G",-6.816,"Major",0.052,0.0175,0.000595,0.101,0.624,89.986,"4/4",162,1
"88Rising","These Nights",2,0.656,0.673,"F#",-6.588,"Major",0.0477,0.000317,0.0199,0.28,0.494,83.018,"4/4",223,0
"A-Trak","What Can I Do",1,0.813,0.719,"A#",-7.992,"Minor",0.0405,0.051,0.873,0.048,0.619,123.994,"4/4",376,0
"A Boogie wit da Hoodie","24 Hours (feat. Lil Durk)",2,0.586,0.474,"D",-9.21,"Minor",0.18,0.334,0,0.118,0.146,91.105,"4/4",206,0
"A Boogie wit da Hoodie","Bleed",1,0.698,0.572,"D",-7.735,"Major",0.198,0.135,0,0.154,0.391,71.446,"4/4",177,0
"A Boogie wit da Hoodie","Come Closer (feat. Queen Naija)",1,0.741,0.556,"G",-6.647,"Minor",0.0947,0.22,0,0.0981,0.616,140.056,"4/4",157,0
"A Boogie wit da Hoodie","Demons and Angels (feat. Juice WRLD)",40,0.81,0.55,"D",-7.46,"Minor",0.17,0.0114,5.69e-06,0.107,0.183,76.503,"4/4",215,1
"A Boogie wit da Hoodie","Drowning (feat. Kodak Black)",54,0.839,0.81,"F",-5.274,"Minor",0.0568,0.501,0,0.117,0.814,129.014,"4/4",209,1
"A Boogie wit da Hoodie","Flood My Wrist (feat. Lil Uzi Vert)",2,0.904,0.672,"C#",-6.544,"Major",0.197,0.00382,3e-06,0.138,0.398,139.984,"4/4",181,0
"A Boogie wit da Hoodie","King Of My City",2,0.48,0.679,"E",-6.776,"Minor",0.264,0.452,0,0.152,0.29,81.186,"5/4",149,0
"A Boogie wit da Hoodie","Look Back At It",27,0.791,0.587,"D#",-5.075,"Minor",0.0413,0.407,0,0.148,0.536,96.057,"4/4",179,1
"A Boogie wit da Hoodie","Look Back at It - Tiësto and SWACQ Remix",1,0.82,0.808,"F#",-6.553,"Major",0.0663,0.0902,0,0.209,0.551,104.977,"4/4",222,0
"A Boogie wit da Hoodie","Look Back At It (feat. CAPO PLAZA)",1,0.786,0.552,"C#",-8.189,"Major",0.0944,0.423,0,0.0873,0.551,96.025,"4/4",226,0
"A Boogie wit da Hoodie","Love Drugs and Sex",1,0.762,0.553,"F",-7.207,"Minor",0.112,0.55,0,0.115,0.773,119.973,"4/4",158,0
"A Boogie wit da Hoodie","Mood Swings",2,0.941,0.676,"E",-5.54,"Minor",0.0936,0.211,4.64e-06,0.0986,0.93,120.073,"4/4",157,0
"A Boogie wit da Hoodie","My Shit",48,0.812,0.621,"F",-8.3,"Major",0.0515,0.244,0,0.099,0.847,77.998,"4/4",128,1
"A Boogie wit da Hoodie","Pull Up (feat. NAV)",1,0.828,0.37,"G",-7.446,"Minor",0.264,0.487,0,0.119,0.557,149.95,"4/4",194,0
"A Boogie wit da Hoodie","Reply (feat. Lil Uzi Vert)",2,0.512,0.623,"A",-6.553,"Minor",0.0808,0.0187,0,0.13,0.219,112.15,"5/4",184,0
"A Boogie wit da Hoodie","Savage",2,0.78,0.402,"F",-9.255,"Minor",0.149,0.188,0,0.0597,0.483,160.046,"4/4",169,0
"A Boogie wit da Hoodie","Startender (feat. Offset and Tyga)",63,0.736,0.622,"F#",-4.653,"Minor",0.133,0.0235,0,0.151,0.506,191.971,"4/4",193,1
"A Boogie wit da Hoodie","Swervin (feat. 6ix9ine)",96,0.581,0.662,"A",-5.239,"Major",0.303,0.0153,0,0.111,0.434,93.023,"4/4",189,1
"A Boogie wit da Hoodie","Undefeated (feat. 21 Savage)",52,0.717,0.753,"G",-4.609,"Minor",0.311,0.293,0,0.158,0.631,169.857,"4/4",174,1
"A Boogie wit da Hoodie","Voices In My Head",1,0.754,0.663,"F#",-6.311,"Minor",0.427,0.0555,0,0.101,0.207,90.195,"4/4",142,0
"A Day to Remember","Have Faith in Me",5,0.507,0.933,"C",-4.7,"Major",0.0869,7e-05,0,0.105,0.715,149.996,"4/4",189,0
"A Day to Remember","If It Means a Lot to You",4,0.584,0.536,"A#",-8.158,"Major",0.0279,0.112,0,0.456,0.441,127.001,"4/4",243,0
"A L E X","Proud of You",1,0.82,0.281,"G#",-15.194,"Minor",0.0802,0.869,0.961,0.0925,0.62,104.988,"4/4",183,0
"A R I Z O N A","Ain't Gonna Leave",1,0.658,0.658,"D",-4.866,"Major",0.0443,0.0628,0,0.0497,0.582,152.078,"4/4",207,0
"A R I Z O N A","Cross My Mind",2,0.651,0.747,"C",-5.456,"Major",0.0382,0.0848,0.000555,0.122,0.476,93.048,"4/4",219,0
"A R I Z O N A","Cross My Mind Pt. 2 (feat. Kiiara)",2,0.632,0.805,"C",-5.188,"Major",0.045,0.0646,5.83e-05,0.161,0.429,93.009,"4/4",218,0
"A R I Z O N A","Electric Touch",1,0.652,0.784,"C",-4.102,"Major",0.0398,0.248,4.24e-05,0.0851,0.445,100.995,"4/4",198,0
"A R I Z O N A","Electric Touch - Midnight Kids Remix",1,0.543,0.719,"C",-5.88,"Major",0.0378,0.285,0,0.225,0.276,102.007,"4/4",226,0
"A R I Z O N A","Find Someone",3,0.788,0.685,"C",-5.874,"Major",0.028,0.0263,0.000126,0.111,0.599,124.001,"4/4",189,0
"A R I Z O N A","Freaking Out",3,0.663,0.68,"F#",-6.607,"Major",0.0501,0.118,0.00603,0.102,0.384,125.055,"4/4",200,0
"A R I Z O N A","I Was Wrong - Robin Schulz Remix",1,0.653,0.762,"F#",-7.111,"Major",0.0506,0.371,0.00687,0.0951,0.526,117.977,"4/4",221,0
"A R I Z O N A","Let Me Know",1,0.62,0.635,"C",-8.805,"Major",0.039,0.0136,0.00635,0.0756,0.353,93.006,"4/4",221,0
"A R I Z O N A","Let Me Touch Your Fire",1,0.699,0.511,"A#",-7.312,"Minor",0.0867,0.462,0.000121,0.11,0.331,157.987,"4/4",219,0
"A R I Z O N A","Nostalgic",58,0.691,0.538,"C",-9.952,"Major",0.103,0.246,0.163,0.178,0.329,99.972,"4/4",183,1
"A R I Z O N A","Oceans Away",4,0.617,0.642,"G#",-8.624,"Major",0.0334,0.13,0.157,0.0929,0.221,105.885,"4/4",194,0
"A R I Z O N A","Oceans Away - Sam Feldt Remix",1,0.741,0.613,"C#",-9.347,"Major",0.0354,0.316,0.0316,0.0893,0.271,115.031,"4/4",171,0
"A R I Z O N A","Passionfruit - Recorded at Spotify Studios NYC",1,0.702,0.874,"G#",-8.803,"Minor",0.0348,0.397,0.0476,0.0935,0.779,113.974,"4/4",222,0
"A R I Z O N A","People Crying Every Night",1,0.666,0.584,"G",-5.259,"Major",0.124,0.219,0.000847,0.111,0.707,99.997,"4/4",222,0
"A R I Z O N A","Summer Days",2,0.773,0.75,"C",-3.889,"Minor",0.0502,0.00431,0.000362,0.437,0.77,120.988,"4/4",220,0
"A R I Z O N A","What She Wants",1,0.715,0.656,"F",-6.154,"Major",0.0259,0.0162,0.000501,0.0882,0.423,126.01,"4/4",205,0
"A R I Z O N A","Where I Wanna Be",1,0.68,0.798,"D#",-4.978,"Major",0.116,0.0929,0,0.0746,0.594,116.989,"4/4",187,0
"A Tribe Called Quest","We The People....",33,0.71,0.805,"C#",-5.471,"Major",0.0637,0.00909,0,0.141,0.897,92.601,"4/4",172,1
"A$AP Ferg","Butt Naked (feat. Rico Nasty)",1,0.786,0.797,"A#",-5.437,"Minor",0.182,0.0667,0,0.11,0.385,146.974,"4/4",152,0
"A$AP Ferg","Dennis Rodman (feat. Tyga)",3,0.741,0.537,"C#",-6.797,"Major",0.143,0.0358,0,0.146,0.233,80.454,"4/4",198,0
"A$AP Ferg","Floor Seats",5,0.705,0.733,"F",-4.942,"Major",0.102,0.069,0.154,0.823,0.681,135.993,"4/4",158,0
"A$AP Ferg","In It (feat. Mulatto)",1,0.833,0.571,"A#",-6.156,"Minor",0.38,0.108,1.86e-05,0.18,0.906,75.043,"4/4",118,0
"A$AP Ferg","Jet Lag",1,0.853,0.803,"B",-3.297,"Major",0.292,0.0085,2.41e-05,0.104,0.433,169.957,"4/4",204,0
"A$AP Ferg","Let It Go",1,0.785,0.778,"A",-6.003,"Minor",0.165,0.247,0,0.652,0.769,119.976,"4/4",283,0
"A$AP Ferg","Marilyn Manson (feat. Marilyn Manson)",1,0.698,0.786,"D",-2.814,"Major",0.0412,0.00181,0.0045,0.101,0.419,124.019,"4/4",209,0
"A$AP Ferg","Move Ya Hips (feat. Nicki Minaj & MadeinTYO)",1,0.808,0.676,"E",-4.902,"Major",0.223,0.0618,2.68e-06,0.11,0.0763,144.018,"4/4",145,0
"A$AP Ferg","Nasty (Who Dat)",31,0.661,0.636,"E",-4.551,"Minor",0.118,0.0203,2.25e-05,0.378,0.428,179.041,"4/4",210,1
"A$AP Ferg","Nasty (Who Dat) (Feat. Migos)",10,0.661,0.636,"E",-4.551,"Minor",0.118,0.0203,2.25e-05,0.378,0.428,179.041,"4/4",210,1
"A$AP Ferg","New Level",1,0.526,0.655,"C#",-4.208,"Minor",0.326,0.0566,0,0.116,0.156,121.127,"4/4",267,0
"A$AP Ferg","New Level REMIX",2,0.711,0.663,"B",-5.805,"Major",0.142,0.03,0,0.123,0.214,121.112,"4/4",251,0
"A$AP Ferg","Olympian",2,0.853,0.583,"G#",-4.563,"Major",0.281,0.15,2.52e-06,0.0864,0.365,160.026,"4/4",211,0
"A$AP Ferg","Plain Jane",81,0.797,0.844,"B",-5.482,"Major",0.275,0.0651,0,0.087,0.52,170.142,"4/4",174,1
"A$AP Ferg","Plain Jane REMIX",9,0.791,0.839,"B",-4.284,"Major",0.266,0.0588,6.26e-05,0.259,0.383,170.113,"4/4",203,1
"A$AP Ferg","Pups (feat. A$AP Rocky)",1,0.52,0.742,"C#",-5.488,"Minor",0.359,0.00766,0,0.414,0.438,117.856,"5/4",149,0
"A$AP Ferg","Rubber Band Man",1,0.652,0.905,"C#",-4.113,"Major",0.11,0.119,0.00346,0.109,0.265,156.051,"4/4",206,0
"A$AP Ferg","SHABBA",2,0.869,0.712,"A",-6.136,"Major",0.103,0.0715,0,0.272,0.435,120,"4/4",276,0
"A$AP Ferg","Value",1,0.766,0.901,"C#",-2.764,"Major",0.128,0.104,7.15e-06,0.0924,0.215,129.993,"4/4",167,0
"A$AP Ferg","Verified",1,0.918,0.624,"C#",-4.986,"Major",0.371,0.0423,0,0.0749,0.474,148.987,"4/4",122,0
